"Rtalias"	"``"	"From"	"F_F"	"F_L"	"To"	"T_F"	"T_L"	"AM"	"NOON"	"PM"	"Schedule"	"Primary"			
4210	"421Ext"	"Ghatkopar Stn Rd.No.4"	6.30	20.20	"MHADA Chandivli"	7.10	21.00	42	30		"All Days"	1			
"4210"	421	"Ghatkopar Bus Stn"	5.35	22.35	"Filterpada"	6.15	23.15	12	16	10	"Mon-Sat"	2			
"4210"	421	"Ghatkopar Bus Stn"	5.35	22.25	"Filterpada"	6.15	23.15	12	17	18	"Sun-Hol"	4			
"4220"	422	"Mulund Bus Station(W)"	5.45	23.55	"Bandra Bus Station(W)"	4.40	22.10	10	11	12	"Mon-Sat"	2			
"4220"	422	"Mulund Bus Station(W)"	5.50	23.45	"Bandra Bus Station(W)"	4.40	22.05	14	11	11	"Sunday"	4			
"4220"	422	"Mulund Bus Station(W)"	5.55	23.50	"Bandra Bus Station(W)"	4.40	22.05	13	10	10	"Holiday"	4			
"4230"	423	"Mangatram Petrol Pump"	7.30	12.11	"Marol Depot"	8.22	11.21	34		35	"Mon-Sat-Hol"	2			
"4230"	423	"Mangatram Petrol Pump"	17.42	20.41	"Marol Depot"	16.52	21.33				"Mon-Sat-Hol"	2			
"4240"	424	"Mulund Station(W)"	6.30	23.35	"Goregaon Depot"	5.30	21.55	16	16	16	"Mon-Sat"	2			
"4240"	424	"Hiranandani Plot"	16.18	22.39	"Goregaon Depot"	14.53	21.14				"Mon-Sat"	2			
"4240"	424	"Mulund Station(W)"	6.40	23.30	"Goregaon Depot"	5.40	21.50	17	14	14	"Sun-Hol"	4			
"4250"	425	"Mangatram Petrol Pump"	6.00	22.37	"Seven Bunglows"	6.15	23.00	17	19	18	"Mon-Sat"	2			
"4250"	425	"Mangatram Petrol Pump"	6.00	22.55	"Seven Bunglows"	6.15	23.00	17	17	18	"Sun-Hol"	4			
"4260"	426	"Vidyavihar Bus Station"	6.00	21.30	"Filterpada"	6.40	22.15	34	36	38	"Mon-Sat-Hol"	2			
"4260"	426	"Vidyavihar Bus Station"	6.00	21.30	"Filterpada"	6.40	22.15	32	53	35	"Sunday"	4			
"4290"	429	"Ghatkopar Station(W)"	6.10	21.40	"Milind Nagar"	6.35	21.57	21	21	21	"Mon-Sat"	2			
"4290"	429	"Ghatkopar Station(W)"	6.50	21.40	"Milind Nagar"	7.15	22.00	21	21	21	"Sun-Hol"	4			
"4300"	430	"Mahul Village"	6.31	22.20	"Ghatkopar Station(E)"	5.55	21.35	33	40	43	"Mon-Sat"	2			
"4300"	430	"Mahul Village"	6.40	22.15	"Ghatkopar Station(E)"	6.05	21.35	46	46	46	"Sun-Hol"	4			
"4310"	431	"TATA Power Station"	6.15	20.45	"Kurla Station(E)"	6.10	19.52	20	26	27	"Mon-Sat"	2			
"4310"	431	"Refineries"	20.59	23.00	"Kurla Station(E)"	20.19	22.35				"Mon-Sat"	2			
"4310"	431	"TATA Power Station"	7.37	19.58	"Kurla Station(E)"	7.00	19.12	24	37	26	"Sun-Hol"	4			
"4310"	431	"Refineries"	20.20	22.47	"Kurla Station(E)"	19.43	22.20				"Sun-Hol"	4			
"4330"	433	"Vidyavihar Bus Station"	6.10	23.10	"Santaruz Stn(E)"	6.00	22.25	32	31	38	"All Days"	1			
"4340"	434	"Agarkar Chowk"	5.45	21.47	"Bamandaya Pada"	5.50	22.15	13	10	18	"Mon-Sat"	2			
"4340"	434	"Agarkar Chowk"	5.55	21.45	"Bamandaya Pada"	5.55	22.13	14	16	13	"Sunday"	4			
"4340"	434	"Agarkar Chowk"	5.55	21.45	"Bamandaya Pada"	5.55	22.15	17	17	15	"Holiday"	4			
"4354"	"435R"	"Agarkar Chowk"	7.15	21.30	"Om Nagar(Andheri-E)"	7.15	21.47	12	15	26	"Mon-Sat"	2			
"4354"	"435R"	"Agarkar Chowk"	7.45	21.30	"Om Nagar(Andheri-E)"	8.00	21.50	19	12	16	"Holiday"	4			
"4364"	"436R"	"Goregaon Stn (E)"	6.50	12.34	"Infinity IT Park (NNP)"	6.30	12.53	8	10	9	"Mon-Sat"	2			
"4364"	"436R"	"Goregaon Stn (E)"	17.00	22.00	"Infinity IT Park (NNP)"	17.21	21.29				"Mon-Sat"	2			
"4364"	"436R"	"Goregaon Stn (E)"	6.50	21.00	"Infinity IT Park (NNP)"	6.30	20.33	20	13	10	"Sun-Hol"	4			
"4380"	438	"Dindoshi Bus Station"	5.25	21.40	"Dahisar Bus Station"	6.00	22.30	17	20	18	"Mon-Sat"	2			
"4380"	438	"Dindoshi Bus Station"	5.25	21.30	"Dahisar Bus Station"	6.00	22.15	21	26	22	"Sun-Hol"	4			
"4401"	"440Ltd"	"Wadala Depot"	6.00	20.30	"Ellora Borivli Stn (E)"	7.00	22.20	13	16	14	"Mon-Fri"	2			
"4401"	"440Ltd"	"Wadala Depot"	6.00	20.30	"Ellora Borivli Stn (E)"	7.00	22.05	14	18	15	"Saturday"	3			
"4401"	"440Ltd"	"Wadala Depot"	5.50	20.30	"Ellora Borivli Stn (E)"	7.00	22.05	12	13	17	"Sun-Hol"	4			
"4410"	441	"Agarkar Chowk"	5.30	23.45	"Majas Depot "	5.05	23.20	13	16	11	"Mon-Sat"	2			
"4410"	441	"Agarkar Chowk"	5.30	23.30	"Majas Depot "	5.05	23.04	19	29	21	"Sun-Hol"	4			
"4420"	442	"MHADA Colony"	5.45	22.30	"Sadbhakti Mandir"	6.05	23.00	11	14	12	"Mon-Sat"	2			
"4420"	442	"MHADA Colony"	5.45	22.22	"Sadbhakti Mandir"	6.05	22.55	9	12	10	"Sun-Hol"	4			
"4434"	"443R"	"Agarkar Chowk"	5.55	23.05	"Bamandayapada"	5.45	22.45	14	19	20	"Mon-Sat"	2			
"4434"	"443R"	"Agarkar Chowk"	6.15	23.05	"Bamandayapada"	5.50	22.40	19	21	21	"Sun-Hol"	4			
"4441"	"444Ltd"	"Goregaon Depot"	6.30	22.00	"Ghatkopar Bus Station"	7.45	23.35	35	30	32	"Mon-Sat"	2			
"4441"	"444Ltd"	"Goregaon Depot"	6.30	22.00	"Ghatkopar Bus Station"	7.45	23.20	30	25	30	"Sun-Hol"	4			
"4460"	446	"Kurla Station(W)"	6.35	21.15	"Bamandayapada"	6.35	22.05	16	21	24	"Mon-Fri"	2			
"4460"	446	"Kurla Station(W)"	6.35	21.15	"Bamandayapada"	6.35	22.05	" "	26	29	"Sat-Hol"	3			
"4460"	446	"Kurla Station(W)"	6.45	21.15	"Bamandayapada"	6.55	22.00	29	31	32	"Sunday"	4			
"4481"	"448Ltd"	"Prateeksha Nagar Depot "	6.10	20.00	"Borivli Station(E)"	7.20	21.50	11	13	12	"Mon-Sat"	2			
"4481"	"448Ltd"	"Prateeksha Nagar Depot "	6.10	20.00	"Borivli Station(E)"	7.20	21.50	15	23	15	"Sun-Hol"	4			
"4491"	"449Ltd"	"Dharavi Depot"	5.50	20.10	"Kandivli Stn(E)"	7.15	20.45	22	23	25	"Mon-Fri-Hol"	2			
"4491"	"449Ltd"	"Dharavi Depot"	5.50	20.10	"Kandivli Stn(E)"	7.15	20.40	26	29	28	"Sat-Sun"	3			
4504	"450R"	"Goregaon Bus Station(E)"	6.10	23.15	"D'souza Nagar(Saki Naka)"	7.10	24.14	18	21	17	"Mon-Sat"	2			
4504	"450R"	"Goregaon Bus Station(E)"	6.20	23.10	"D'souza Nagar(Saki Naka)"	7.10	24.00	21	27	21	"Sun-Hol"	4			
"4510"	451	"Goregaon Bus Station(E)"	5.50	0.35	"Adarsh Nagar"	5.30	0.09	10	12	10	"Mon-Sat"	2			
"4510"	451	"Goregaon Bus Station(E)"	5.50	0.40	"Adarsh Nagar"	5.30	0.15	10	10	13	"Sun-Hol"	4			
"4520"	452	"Goregaon Bus Station(E)"	5.45	1.00	"Mayur Nagar"	5.30	0.42	7	9	5	"Mon-Sat"	2			
"4520"	452	"Goregaon Bus Station(E)"	5.45	1.00	"Mayur Nagar"	5.30	0.42	11	9	11	"Sun-Hol"	4			
"4531"	"453Ltd"	"Wadala Depot"	5.10	20.35	"Lokmanya Nagar(Thane)"	6.40	22.20	22	28	22	"All Days"	1			
"4540"	454	"Shivshahi Prakalp"	6.30	19.55	"Seven Bungalow"	7.30	21.15	21	26	26	"All Days"	1			
"4540"	454	"Shivshahi Prakalp"	20.21	22.00	"Goregaon Depot"	5.50	7.25				"All Days"	1			
"4560"	456	"Malvani Depot"	6.00	20.30	"Shivshahi Prakalp Mansi Park"	7.00	21.35	21	22	22	"Mon-Sat-Hol"	2			
"4560"	456	"Malvani Depot"	6.05	20.30	"Shivshahi Prakalp Mansi Park"	7.00	21.30	29	29	25	"Sunday"	4			
"4591"	"459Ltd"	"Mulund Station(W)"	6.55	22.45	"Malvani Depot"	5.35	21.00	9	15	11	"Mon-Sat"	2			
"4591"	"459Ltd"	"Mulund Station(W)"	7.30	22.25	"Malvani Depot"	6.10	21.00	15	15	15	"Sunday"	4			
"4591"	"459Ltd"	"Mulund Station(W)"	7.30	22.45	"Malvani Depot"	6.10	21.00	11	18	15	"Holiday"	4			
"4601"	"460Ltd"	"Mulund Station(W)"	5.55	23.00	"Gorai Depot"	4.35	21.10	17	16	17	"Mon-Sat"	2			
"4601"	"460Ltd"	"Mulund Station(W)"	6.30	23.30	"Gorai Depot"	5.00	21.40	13	10	10	"Sun-Hol"	4			
"4611"	"461Ltd"	"Mulund Bus Station(W)"	6.00	19.16	"P.Thakre Nagar Bus Station"	4.40	21.35	15	19	15	"Mon-Sat"	2			
"4611"	"461Ltd"	"Mulund Bus Station(W)"	19.32	23.15	"Gorai Depot"						"Mon-Sat"	2			
"4611"	"461Ltd"	"Mulund Bus Station(W)"	9.45	11.00	"Jai Coach"	8.05	9.30				"Mon-Sat"	2			
"4611"	"461Ltd"		17.30	20.15		18.40	20.35				"Mon-Sat"	2			
"4611"	"461Ltd"	"Mulund Bus Station(W)"	6.00	20.25	"P.Thakre Nagar Bus Station"	4.45	22.05	10	9	9	"Sun-Hol"	4			
"4611"	"461Ltd"	"Mulund Bus Station(W)"	20.32	23.45	"Gorai Depot"						"Sun-Hol"	4			
"4620"	462	"Vaishali Nagar(Dahisar)"	5.45	0.30	"Borivli Station(E)"	5.25	0.10	8	13	9	"Mon-Fri"	2			
"4620"	462	"Vaishali Nagar(Dahisar)"	5.45	0.30	"Borivli Station(E)"	5.25	0.10	10	13	11	"Saturday"	3			
"4620"	462	"Vaishali Nagar(Dahisar)"	5.46	0.30	"Borivli Station(E)"	5.25	0.10	12	13	13	"Sun-Hol"	4			
"4630"	463	"Worli Depot"	6.55	20.30	"Chembur Colony"	6.25	21.50	28	26	30	"Mon-Sat"	2			
"4630"	463	"Worli Depot"	6.00	20.20	"Chembur Colony"	6.55	21.30	30	30	32	"Sun-Hol"	4			
"4640"	464	"Marol Depot"	7.35	21.30	"P.Thakre Nagar Bus Stn."	6.40	20.15	16	20	16	"Mon-Sat"	2			
"4650"	465	"Goregaon Stn(E)"	6.55	21.35	"Sadbhakti Mandir"	6.30	21.10	32	27	21	"All Days"	1			
"4691"	"469Ltd"	"Goregaon Depot"	6.00	19.00	"Mulund Bus Stn (W)"	7.35	20.50	30	42	35	"All Days"	1			
"4701"	"470Ltd"	"Ghatkopar Bus Stn"	5.15	23.00	"Borivli Station(E)"	6.30	0.35	19	24	21	"All Days"	1			
"4730"	473	"Bandra Bus Station(W)"	5.50	21.15	"Mahul Village"	6.45	22.35	29	34	36	"All Days"	1			
"4770"	477	"Borivli Stn(E)"	6.00	0.10	"Rushivan"	5.45	0.21	9	9	10	"All Days"	1			
"4781"	"478Ltd"	"Vikhroli Depot"	4.35	24.00	"Borivli Station(E)"	5.50	1.20	18	17	20	"All Days"	1			
"4781"	"479Ltd"	"Shivaji Nagar Bus Station"	5.35	20.15	"Goregaon Bus Stn.(E)"	7.00	22.00	37	37	37	"All Days"	1			
"4810"	481	"Ghatkopar Rly.Stn.(E)"	6.20	20.50	"M.M.R.D.A.Vashi Naka"	7.00	21.35	21	47	23	"All Days"	1			
"4841"	"484Ltd"	"MHADA Colony"	6.00	21.25	"Pawar Nagar Bus Station"	6.35	22.25	26	32	26	"Mon-Sat-Hol"	2			
"4841"	"484Ltd"	"MHADA Colony"	6.05	21.25	"Pawar Nagar Bus Station"	6.35	22.20	30	" "	30	"Sunday"	4			
"4881"	"488Ltd"	"Shivaji Nagar Bus Station"	5.25	22.10	"Dindoshi Bus Station"	6.40	23.45	13	18	15	"Mon-Sat"	2			
"4881"	"488Ltd"	"Shivaji Nagar Bus Station"	5.30	22.10	"Dindoshi Bus Station"	6.45	23.30	16	16	17	"Sun-Hol"	4			
"4891"	"489Ltd"	"Shivaji Nagar Bus Station"	5.20	22.00	"Dahisar Bridge"	6.45	23.45	12	15	15	"Mon-Sat"	2			
"4891"	"489Ltd"	"Shivaji Nagar Bus Station"	5.20	22.00	"Dahisar Bridge"	6.50	23.45	13	12	13	"Sun-Hol"	4			
"4911"	"491Ltd"	"Majas Depot "	5.15	7.50	"Bhramand/ Azad Nagar (Thane)"	20.19	21.50	30	32	35	"Mon-Sat"	2			
"4911"	"491Ltd"	"Seepz Bus Station"	8.05	20.05	"Bhramand/ Azad Nagar (Thane)"	6.30	19.50				"Mon-Sat"	2			
"4911"	"491Ltd"	"Majas Depot "	5.15	7.40	"Bhramand/ Azad Nagar (Thane)"	20.37	22.00	42	43	45	"Sunday"	4			
"4911"	"491Ltd"	"Seepz Bus Station"	8.05	20.15	"Bhramand/ Azad Nagar (Thane)"	6.30	20.15				"Sunday"	4			
"4921"	"4921Ltd"	"Seepz Bus Station"	8.10	10.00	"Waghbill(Thane)"	7.00	11.40	20	23	23	"All Days"	1			
"4921"	"4921Ltd"	"Seepz Bus Station"	15.50	20.15		17.30	20.05				"All Days"	1			
"4921"	"4921Ltd"	"Majas Depot "	5.50	7.47	"Waghbill(Thane)"	20.28	21.50				"All Days"	1			
"4921"	"4921Ltd"	"Seepz Bus Station"	10.23	15.38	"Cadbury Junction"	11.53	17.30				"All Days"	1			
"4931"	"493Ltd"	"Anushakti Nagar"	6.50	20.05	"Dadalani Park Thane"	7.00	20.15	25	30	27	"All Days"	1			
"4931"	"493Ltd"	"Deonar Depot"	5.45	6.32	"Dadalani Park Thane"	20.45	21.40				"All Days"	1			
"4941"	"494Ltd"	"Ghatkopar Bus Station"	5.05	20.05	"RetiBundar Kharigaon (Thane)"	6.30	22.20	38	29	30	"Mon-Sat"	2			
"4941"	"494Ltd"	"Ghatkopar Bus Station"	5.55	20.55	"RetiBundar Kharigaon (Thane)"	7.15	22.20	36	30	32	"Sun-Hol"	4			
"4950"	495	"FireBrigade Mulund (E)"	6.20	21.05	"Thane Stn.(E)"	6.45	21.30	29	31	30	"All Days"	1			
"4961"	"496Ltd"	"Marathon Chowk(Thane)"	6.09	22.55	"Agarkar Chowk"	6.00	23.05	10	15	11	"Mon-Sat"	2			
"4961"	"496Ltd"	"Marathon Chowk(Thane)"	6.10	22.50	"Agarkar Chowk"	6.20	23.05	17	18	16	"Sunday"	4			
"4961"	"496Ltd"	"Marathon Chowk(Thane)"	6.10	22.50	"Agarkar Chowk"	6.20	23.05	11	12	12	"Holiday"	4			
"4971"	"497Ltd"	"Vikhroli Depot"	5.00	22.10	"Lokmanya Nagar(Thane)"	5.55	23.10	17	22	21	"All Days"	1			
"4971"	"497Ltd"	"Mulund Station(W)"	17.15	21.00	"Lokmanya Nagar(Thane)"	16.44	20.29				"All Days"	1			
"4981"	"498Ltd"	"Borivli Stn(E)"	6.35	22.15	"Sangharsh Nagar"	6.00	23.35	19	22	20	"All Days"	1			
"4991"	"499Ltd"	"Ghatkopar Bus Stn"	5.25	21.55	"Vrindavan Society(Thane)"	6.15	23.00	18	24	19	"All Days"	1			
"5001"	"500Ltd"	"Vikhroli Depot"	5.40	21.15	"Airoli Bus Station"	6.30	22.25	18	23	19	"All Days"	1			
"5011"	"501Ltd"	"Kurla Station(E)"	4.20	0.15	"Airoli Bus Station"	5.35	23.50	13	19	14	"Mon-Fri"	2			
"5011"	"501Ltd"	"Umarshi Bappa Chowk"			"Airoli Bus Station"	24.02	1.25				"Mon-Fri"	2			
"5011"	"501Ltd"	"Kurla Station(E)"	4.20	0.15	"Airoli Bus Station"	5.35	23.54	15	18	16	"Saturday"	3			
"5011"	"501Ltd"	"Umarshi Bappa Chowk"			"Airoli Bus Station"	0.09	1.25				"Saturday"	3			
"5011"	"501Ltd"	"Kurla Station(E)"	4.20	0.15	"Airoli Bus Station"	5.35	23.45	10	12	12	"Sun-Hol"	4			
"5011"	"501Ltd"	"Umarshi Bappa Chowk"			"Airoli Bus Station"	23.58	1.25				"Sun-Hol"	4			
"5021"	"502Ltd"	"Shivaji Nagar Junction"	4.55	5.25	"Nerul Sector-46/48"						"All Days"	1			
"5021"	"502Ltd"	"Rani Laxmi Chowk"			"Nerul Sector-46/48"	5.30	6.00				"All Days"	1			
"5021"	"502Ltd"	"Wadala Depot"	5.00	22.30	"Nerul Sector-46/48"	6.15	24.00	17	21	19	"Mon-Sat"	2			
"5021"	"502Ltd"	"Wadala Depot"	4.45	22.00	"Nerul Sector-46/48"	6.00	23.30	17	21	17	"Sun-Hol"	4			
"5031"	"503Ltd"	"Rani Laxmi Chowk"	6.15	21.30	"Kalamboli"	5.00	23.05	22	23	23	"Mon-Fri"	2			
"5031"	"503Ltd"	"Rani Laxmi Chowk"	6.20	21.30	"Kalamboli"	5.00	23.05	23	25	26	"Sat-Sun-Hol"	3			
"5041"	"504Ltd"	"Wadala Depot"	5.10	21.40	"Jal Vayu Vihar/Kharghar"	6.25	23.15	15	15	15	"Mon-Sat"	2			
"5041"	"504Ltd"	"Wadala Depot"	5.10	21.45	"Jal Vayu Vihar/Kharghar"	6.25	23.20	16	18	16	"Sun-Hol"	4			
"5051"	"505Ltd"	"Bandra Bus Station(W)"	4.20	0.05	"C.B.D.Belapur Bus Station"	5.30	1.20	13	14	18	"Mon-Sat"	2			
"5051"	"505Ltd"										"Mon-Sat"	2			
"5051"	"505Ltd"	"Bandra Bus Station(W)"	4.20	24.00	"C.B.D.Belapur Bus Station"	5.30	1.15	10	8	8	"Sun-Hol"	4			
"5061"	"506Ext"	"Jijamata Udyan"			"Kopar Khairane Extn"	4.00					"All Days"	1			
"5061"	"506Ltd"	"Deonar Depot"	3.40	5.38	"Nerul Bus Station"	21.53	1.49	21	22	23	"Mon-Sat"	2			
"5061"	"506Ltd"	"Deonar Depot"	6.06	7.24	"Nerul Railway Station"						"Mon-Sat"	2			
"5061"	"506Ltd"	"Jijamata Udyan"	5.15	19.17	"Nerul Railway Station"	6.30	17.10				"Mon-Sat"	2			
"5061"	"506Ltd"	"Jijamata Udyan"	" "	21.55	"Nerul Bus Station"	4.15	6.15				"Mon-Sat"	2			
"5061"	"506Ltd"	"Wadala Depot"	22.10	0.40	"Nerul Bus Station"	20.40	24.00				"Mon-Sat"	2			
"5061"	"506Ltd"	"Jijamata Udyan"	5.20		"Nerul Bus Station"	5.35	6.28	17	18	20	"Sun-Hol"	4			
"5061"	"506Ltd"	"Deonar Depot"	3.35	5.50	"Nerul Bus Station"	23.59	1.47				"Sun-Hol"	4			
"5061"	"506Ltd"	"Deonar Depot"	6.17	8.35	"Nerul Railway Station"						"Sun-Hol"	4			
"5061"	"506Ltd"	"Jijamata Udyan"	" "	19.30	"Nerul Railway Station"	" "	20.10				"Sun-Hol"	4			
"5061"	"506Ltd"	"Jijamata Udyan"	19.45	21.35	"Nerul Bus Station"						"Sun-Hol"	4			
"5061"	"506Ltd"	"Wadala Depot"			"Nerul Railway Station"	20.20	21.13				"Sun-Hol"	4			
"5061"	"506Ltd"	"Wadala Depot"	22.10	0.40	"Nerul Bus Station"	20.27	23.35				"Sun-Hol"	4			
"5071"	"507Ltd"	"Santacruz Station(E)"	5.30	23.05	"Nerul Bus Station"	5.10	23.05	17	18	17	"Mon-Sat"	2			
"5071"	"507Ltd"	"Kurla Depot"	4.05	5.49	"Nerul Bus Station"	23.20	0.40				"Mon-Sat"	2			
"5071"	"507Ltd"	"Santacruz Station(E)"	5.35	23.30	"Nerul Bus Station"	6.00	23.05	16	15	15	"Sun-Hol"	4			
"5071"	"507Ltd"	"Kurla Depot"	4.40	5.17	"Nerul Bus Station"	23.22	0.50				"Sun-Hol"	4			
5081	"508Ltd"	"Dr.Ambedkar Udyan"	6.50	20.35	"Nerul Sector-46/48"	6.50	21.25	28	34	32	"All Days"	1			
5081	"508Ltd"	"Shivaji Nagar Junction"	6.10	6.52	"Nerul Sector-46/48"		22.00				"All Days"	1			
"5091"	"509Ltd"	"Maheshwari Udyan"	6.15	20.00	"Millenium Business Park"	7.25	20.12	27	32	27	"All Days"	1			
"5091"	"509Ltd"	"Rani Laxmi Chowk"			"Millenium Business Park"	20.39	21.30				"All Days"	1			
"5101"	"510Ltd"	"Barve Nagar"	6.50	18.50	"M.I.D.C.Electronic Zone"	8.05	20.30	28	26	27	"Mon-Sat"	2			
"5101"	"510Ltd"	"Barve Nagar"	19.20	20.20	"Kopar Khairane Extn"	20.53	21.50				"Mon-Sat"	2			
"5101"	"510Ltd"	"Barve Nagar"	6.50	20.15	"Kopar Khairane Extn."	8.00	21.45	46	37	34	"Sunday"	4			
"5101"	"510Ltd"	"Barve Nagar"	6.45	19.00	"MIDC Electronic Zone"	8.00	20.45	42	39	32	"Holiday"	4			
"5101"	"510Ltd"	"Barve Nagar"	19.40	20.20	"Kopar Khairane Extn"	21.15	21.50				"Holiday"	4			
"5111"	"511Ltd"	"Ghatkopar Depot"	4.05	5.25	"Nerul Bus Station"	23.30	0.45	19	20	17	"Mon-Sat-Hol"	2			
"5111"	"511Ltd"	"Mulund Bus Station(W)"	5.00	23.05	"Nerul Bus Station"	4.45	22.45				"Mon-Sat-Hol"	2			
"5111"	"511Ltd"	"Mulund Bus Station(W)"	23.22	0.27	"Ghatkopar Depot"	4.23	6.45				"Mon-Sat-Hol"	2			
"5111"	"511Ltd"	"Mulund Bus Station(W)"	5.00	23.35	"Nerul Bus Station"	4.45	22.50	13	17	14	"Sunday"	4			
"5111"	"511Ltd"	"Ghatkopar Depot"	4.05	5.20	"Nerul Bus Station"	23.20	0.43				"Sunday"	4			
"5111"	"511Ltd"	"Mulund Bus Station(W)"	23.20	0.25	"Ghatkopar Depot"	4.25	5.40				"Sunday"	4			
"5121"	"512Ltd"	"Mulund Bus Station(W)"	4.10	23.00	"Nerul Bus Station"	5.30	24.00	11	15	15	"All Days"	1			
"5121"	"512Ltd"	"Mulund Bus Station(W)"	23.30	24.00	"Vashi Bus Station"	" "	" "	" "			"All Days"	1			
"5121"	"512Ltd"	"Mulund Rly Station(W)"			"Vashi Bus Station"	0.30	0.50				"All Days"	1			
"5131"	"513Ltd"	"FireBrigade Mulund (E)"	5.30	22.20	"Vashi Railway Station"	6.30	23.20	12	16	17	"All Days"	1			
"5131"	"513Ltd"	"FireBrigade Mulund (E)"	5.00	24.30	"Airoli Bus Station"	5.25	25.00				"All Days"	1			
"5131"	"513Ltd"	"Gavanpada(Mulund-E)"	17.08	24.30	"Airoli Bus Station"	17.38	25.00				"All Days"	1			
"5141"	"514Ltd"	"Mulund Bus Station"	6.55	12.16	"L&T Infotech MHAPE"	7.40	11.26	" "	17	24	"Mon-Sat-Hol"	2			
"5141"	"514Ltd"	"Mulund Bus Station"	17.14	21.30	"L&T Infotech MHAPE"	16.00	22.35				"Mon-Sat-Hol"	2			
5151	"515Ltd"	"Bandra Bus Station(W)"	17.10	18.25	"C.B.D.Belapur Bus Station"	8.05	8.30				"Mon-Sat-Hol"	2			
5151	"515Ltd"	"Bandra Bus Station(W)"			"Vashi Bus Stn"	8.10					"Mon-Sat-Hol"	2			
"5171"	"517Ltd"	"Santacruz Station(E)"	5.40	19.55	"A.P.M.C.Sector-19"	7.00	21.40	17	18	17	"Mon-Sat"	2			
"5171"	"517Ltd"	"Santacruz Station(E)"	20.15	21.30	"Vashi Bus Station"	21.45	22.20				"Mon-Sat"	2			
"5171"	"517Ltd"	"Kurla Depot"	5.20	5.40	"Vashi Bus Station"	22.38	22.55				"Mon-Sat"	2			
"5171"	"517Ltd"	"Santacruz Station(E)"			"Vashi Bus Station"	6.20	6.45				"Mon-Sat"	2			
"5171"	"517Ltd"	"Santacruz Stn(E)"	6.05	19.50	"A.P.M.C.Sector-19"	7.30	21.35	23	23	23	"Sun-Hol"	4			
"5171"	"517Ltd"	"Santacruz Stn(E)"	20.12	21.35	"Vashi Bus Station"	21.40	22.20				"Sun-Hol"	4			
"5171"	"517Ltd"	"Kurla Depot"	5.45	6.05	"Vashi Bus Station"	20.40	23.00				"Sun-Hol"	4			
"5171"	"517Ltd"	"Santacruz Station(E)"			"Vashi Bus Station"	6.50	7.15				"Sun-Hol"	4			
"5181"	"518Ltd"	"Shivaji Nagar Depot"	5.30	23.25	"Ghansoli Village"	6.30	24.25	18	20	22	"Mon-Sat"	2			
"5181"	"518Ltd"	"Shivaji Nagar Depot"	6.33	23.35	"Ghansoli Village"	7.30	24.25	21	24	26	"Sun-Hol"	4			
"5191"	"519Ltd"	"Deonar Depot"	4.25	24.00	"Ghansoli Village"	5.00	24.40	17	20	15	"All Days"	1			
"5201"	"520Ltd"	"R.G.Gadkari Chowk"	8.00	21.35	"Airoli Bus Station"	6.25	21.50	22	24	25	"Mon-Sat"	2			
"5201"	"520Ltd"	"R.G.Gadkari Chowk"	21.56	22.17	"Kopar Khairane Extn"						"Mon-Sat"	2			
"5201"	"520Ltd"	"Deonar Depot"	5.33	8.14	"Airoli Bus Station"	22.10	23.10				"Mon-Sat"	2			
"5201"	"520Ltd"	"R.G.Gadkari Chowk"	8.00	21.25	"Airoli Bus Station"	6.25	21.30	27	27	28	"Sun-Hol"	4			
"5201"	"520Ltd"	"R.G.Gadkari Chowk"	21.50	22.20	"Kopar Khairane Extn"						"Sun-Hol"	4			
"5201"	"520Ltd"	"Deonar Depot"	5.33	8.15	"Airoli Bus Station"	21.55	23.00				"Sun-Hol"	4			
"5211"	"521Ltd"	"Vasantrao Naik Chowk"	6.25	22.00	"Kopar Khairane Extn"	5.00	22.00	18	19	15	"Mon-Sat"	2			
"5211"	"521Ltd"	"Vasantrao Naik Chowk"	22.11	23.30	"Deonar Depot"						"Mon-Sat"	2			
"5211"	"521Ltd"	"Deonar Depot"	3.30	7.11	"Kopar Khairane Extn"	22.10	23.37				"Mon-Sat"	2			
"5211"	"521Ltd"	"Com.P.K.Kurne Chowk"	5.40	" "	"Kopar Khairane Extn"	4.33	" "				"Mon-Sat"	2			
"5211"	"521Ltd"	"Vasantrao Naik Chowk"	6.25	22.00	"Kopar Khairane Extn"	5.00	22.00	15	13	22	"Sun-Hol"	4			
"5211"	"521Ltd"	"Vasantrao Naik Chowk"	22.15	23.30	"Deonar Depot"						"Sun-Hol"	4			
"5211"	"521Ltd"	"Com.P.K.Kurne Chowk"	5.40		"Kopar Khairane Extn"	4.35					"Sun-Hol"	4			
"5211"	"521Ltd"	"Deonar Depot"	4.05	7.06	"Kopar Khairane Extn"	22.05	23.57				"Sun-Hol"	4			
"5221"	"522Ltd"	"Marol Depot"	4.40	21.05	"Vashi Rly Stn."	5.50	22.45	20	25	26	"All Days"	1			
"5231"	"523Ltd"	"Dindoshi Bus Station"	5.05	21.00	"Millenium Business Park"	6.25	22.20	15	25	18	"Mon-Sat"	2			
"5231"	"523Ltd"	"Dindoshi Bus Station"	6.10	7.20	"Airoli Bus Station"	7.30	8.45				"Mon-Sat"	2			
"5231"	"523Ltd"	"Dindoshi Bus Station"	5.05	21.00	"Millenium Business Park"	6.25	22.20	17	2	24	"Sunday"	4			
