RouteNo	BusesAM	BusesNoon	BusesPM	RouteType	Depot	FromStop	FirstFrom	LastFrom	ToStop	FirstTo	LastTo	RouteSpan	Runtime7to11	Runtime11to17	Runtime17toEnd	RuntimeNight	HeadwayUpto7	Headway7to11	Headway11to17	Headway17to20	Headway20toLast	ReliefPoint	TravelTime	Schedule
						Yari Road/Vesave Bus Stn	21.07	23.20	Goregaon Depot	5.45	7.25	7.0												
	8	8	11	SD	GGD	Yari Road/Vesave Bus Stn	6.35	21.35	Dahisar Bridge	7.10	22.15	21.5	65	70	85	95	17	18	22	23	24	Yari Road Vesave Bus Stn	30	SUN
						Goregaon Depot	6.20	 	Dahisar Bridge	22.31	23.05	14.5												
						Yari Road/Vesave Bus Stn	21.47	23.32	Goregaon Depot	7.42	7.42	7.0												
	16	12	16	SD	GGD	Yari Road/Vesave Bus Stn	6.10	21.05	Dahisar Bridge	6.25	22.00	21.5	60	90	95		11	15	12	12	 	Yari Road Vesave Bus Stn	30	HOL
						Yari Road/Vesave Bus Stn	20.45	21.25	Borivli Bus Station(W)			18.4												
						Goregaon Depot	 ---	 ---	Borivli Bus Station(W)	22.13	22.50	11.4												
						Goregaon Depot	5.40	8.30	Dahisar Bridge	20.02	22.35	14.5												
						Yari Road/Vesave Bus Stn	20.30	23.20	Goregaon Depot	5.45	7.20	7.0												
211R	4	4	4	SD	BND	Fr.Agnel Ashram	6.00	24.00	Chuim Village	6.00	24.00	5.8	22	26	35	50	11	18	18	23	17	Bandra Bus Station(W)	 ---	MS
	2	2	2	SD	BND	Bandra Bus Station(W)	6.36	22.43	Fr.Agnle Ashram	6.49	23.10		11	17	25		13	18	26	23		Bandra Bus Station(W)		
	2	2	2	SD	BND	Bandra Bus Station(W)	6.37	22.43	Chuim Village	6.47	22.56		11	12	17	25	12	17	22	21		Bandra Bus Station(W)		
	4	4	4	SD	BND	Fr.Agnel Ashram	6.00	0.25	Chuim Village	6.00	24.00	5.8	22	30	21	24	12	7	8	8	12	Bandra Bus Station(W)	 ----	SH
	2	2	2	SD	BND	Bandra Bus Station(W)	6.53	22.25	Fr.Agnle Ashram	7.05	22.50	5.8	10	11	15	22		13	15	23		Bandra Bus Station(W)	  	
	2	2	2	SD	BND	Bandra Bus Station(W)	7.05	22.19	Chuim Village	7.15	22.32		10	12	17		12	17	22	21		Bandra Bus Station(W)		
212	5	5	5	SD	BND	P.Thakre Udyan	6.45	21.50	Bandra Depot 	6.05	20.55	13.0	40	60	65		18	21	21	23	24	Bandra Depot	 --	MS
	5	5	5	SD	BND	P.Thakre Udyan	7.05	21.50	Bandra  Depot	6.25	20.55	13.0	40	50	55	60	21	20	23	23	25	Bandra Depot 	 --	SH
213	7	6	7	SD	WD	P.Thakre Udyan	6.15	22.00	Santacruz Stn.(E)	7.25	22.05	15.0	65	70	80		20	22	25	24	24	P.Thakre Udyan	20	MS
						Khodadad Circle	 	 	Santacruz Stn.(E)	22.27	23.10	11.1												
	6	5	6	SD	WD	P.Thakre Udyan	6.15	20.45	Santacruz Stn.(E)	7.20	21.55	15.0	60	65			21	23	28	23	24	P.Thakre Udyan	20	SH
						Khodadad Circle			Santacruz Stn.(E)	22.15	23.18	11.7												
214	4	3	4	SD	BND	Mount Mary Steps	6.06	24.13	Bandra Bus Station(W)	5.45	24.00	3.0	 	15	19		15	10	13	10		Bandra Bus Station(W)	 ---	MS
	3	3	3	SD	BND	Mount Mary Steps	6.00	0.13	Bandra Bus Station(W)	5.45	24.00	3.0		15	19			15	13					
215R	7	7	7	SD	BND	Bandra Bus Stn(W)	5.55	7.12	Tata Colony(Bandra)	6.10		10.9	30	37	48		10	9	12	14	16	Bandra Reclamation Bus Stn	15	MF
						Bandra Bus Stn(W)			Tata Colony(Bandra)	21.13	22.45													
						Bandra Reclamation Bus Stn	6.30	22.15	Tata Colony(Bandra)	6.23	21.30	17.4												
	7	5	6	SD	BND	Bandra Reclamation Bus Stn	6.30	22.15	Tata Colony(Bandra)	6.23	21.10	17.4	30	37	43	 	15	11	20	16	14	Bandra Reclamation Bus Stn	15	SAT
						Bandra Bus Station(W)	5.55	7.15	Tata Colony(Bandra)	6.10		10.9												
						Bandra Bus Station(W)			Tata Colony(Bandra)	21.22	22.40	10.9												
	4	4	4	SD	BND	Bandra Reclamation Bus Stn	7.05	21.30	Tata Colony(Bandra)	6.45	20.55	17.4	31	35	45		 	17	19	24	24	Bandra Reclamation Bus Stn	15	SH
						Bandra Bus Station(W)	6.30	7.05	Tata Colony(Bandra)			10.9												
						Bandra Bus Station(W)		22.10	Tata Colony(Bandra)	21.42	22.25	10.9												
216	4	3	4	SD	BND	Bandra Bus Station(W)	5.45	21.10	Khar Station(W)	6.20	21.55	5.8	35	40	45		18	21	21	23		Bandra Bus Station	 --	MS
	3	3	3	SD	BND	Bandra Bus Station(W)	5.45	21.15	Khar Station(W)	6.20	21.55	5.8	35	40	45		24	28	31			Bandra Bus Station	 --	SH
218R	5	4	5	SD	KLD	Kurla Stn(W)	8.10	20.40	Bandra Rly Terminus	8.00	20.45	8.5	45	55			 	19	24	23	 	Kurla Station(W)	35	MS
219	5	4	5	SD	DHD	Bandra Terminus	7.00	21.05	Santacruz Stn(E)	6.20	21.55	7.0	35	40			18	23	26	26	20	Bandra Terminus	20	MF
	5	4	5	SD	DHD	Bandra Terminus	7.00	21.05	Santacruz Stn(E)	6.20	21.55	7.0	35	40			18	23	26	26	30	Bandra Terminus	20	SAT
	3	3	3	SD	DHD	Bandra Terminus	6.50	11.30	Santacruz Stn(E)	6.20	 	5.5	28	30	35		21	24	24	24	38	G.S.Colony Bandra	20	SH
						Bandra Terminus	  	21.15	Santacruz Stn(E)	 	21.45													
220	10	9	10	SD	BND	Bandra Bus Station(W)	6.00	0.30	Khar Station(W)	6.23	0.55	5.8	20	24	30	42	11	5	7	7	9	Bandra Bus Station(W)	 ---	MS
						Khar Rly Stn.	16.44	19.03	Shrely Village	17.02	19.25	3.3	22								23			
	8	6	9	SD	BND	Bandra Bus Station(W)	5.40	0.35	Khar Station(W)	6.04	0.55	5.8	22	28	34		11	7	10	8	12	Bandra Bus Station(W)	 ----	SH
221	9	6	9	SD	OSH	Andheri Station(W)	7.50	21.40	Yari Road Bus Stn.	7.00	22.15	6.0	 	35	 	42	 ---	10	8	10	10	Yari Road/Vesave Bus stn	30	MS
	5	4	5	SD	OSH	Andheri Station(W)	8.05	21.35	Yari Road Bus Stn.	7.30	21.35	6.0	 	35	 	40	 ---	15	17	17	16	Yari Road/Vesave Bus stn	30	SH
222	6	5	6	SD	BND	Bandra Bus Station(W)	5.45	22.25	Yari Road Bus Stn	6.30	23.25	14.3	50	60	65	70	13	17	20	18	21	Bandra Bus Station(W)	 ----	MS
	6	6	6	SD	BND	Bandra Bus Station(W)	6.50	22.10	Yari Road Bus Stn	7.55	23.15	14.3	65	70				23	23	21	21	Bandra Bus Station(W)	 ----	SUN
	6	5	6	SD	BND	Bandra Bus Station(W)	6.52	22.10	Yari Road Bus Stn	8.00	23.20	14.3	55	65	70		 --	23	18	21	25	Bandra Bus Station(W)	 ----	HOL
223Ltd	11	9	11	SD	OSH	Seven Bungalows	8.00	21.55	Samata Nagar	6.45	20.25	18.4	80	85			 --	15	22	16	16	Seven Bungalows	20	MS
						Oshiwara Depot	5.40	8.00	Samata Nagar	20.38	23.20	13.3												
	7	7	7	SD	OSH	Seven Bungalows	8.15	21.05	Samata Nagar	7.00	19.35	18.4	80	85			 --	24	24	26	26	Seven Bungalows	20	SH
						Oshiwara Depot	5.55	8.04	Samata Nagar	19.58	22.30	13.3												
224	13	11	13	SD	SD	Shastri Nagar(Santacruz)	6.50	8.47	Borivli Bus Station(W) 	6.35	10.32	24.9	70	95	100	105	15	21	21	22	23	Shastri Nagar(Santacruz)	10	MS
						Shastri Nagar(Santacruz)	9.08	21.40	Gorai Depot 	10.53	21.50	21.3												
						Santacruz Depot	5.40	6.50	Borivli Bus Station(W) 	 	23.05	24.9												
	7	8	9	SD	SD	Shastri Nagar(Santacruz)	7.00	21.00	Borivli Bus Station(W)	7.05	21.24	24.9	70	90	95			27	24	23	25	Shastri Nagar(Santacruz)	10	SH
						Santacruz Depot	6.10	6.55	Borivli Bus Station(W)	21.46	22.30													
225	10	8	10	SD	BND	Bandra Bus Station(W)	6.00	20.35	Dahisar Bus Station	7.15	22.35	29	75	100	105		16	20	17	15	15	Bandra Bus Station(W)	 ---	MS
						Bandra Bus Station(W)	5.50		Borivli Station(E)	6.50														
						Bandra Bus Station(W)	20.57	21.20	Borivli Station(E)	22.15	22.45	24.9												
	9	10	10	SD	BND	Bandra Bus Station(W)	4.25	20.30	Dahisar Bus Station	7.20	22.10	29.0	80	95	100		15	22	20	20	25	Bandra Bus Station(W)	 ---	SUN
						Bandra Bus Station(W)	20.55	21.20	Borivli Station(E)	22.15	22.40	24.8												
						Mahim Bus Station.	6.30	9.35	Dahisar Bus Stn	5.25	7.55	30.4												
	9	10	10	SD	BND	Bandra Bus Station(W)	5.40	20.30	Dahisar Bus Station	6.55	22.10	29.0	80	95	100		20	22	21	25	25	Bandra Bus Station(W)	 ----	HOL
						Bandra Bus Station(W)	20.55	21.20	Borivli Station(E)			26.2												
226Ltd	15	13	15	SD	GRD	Barve Nagar(Ghatkopar)	5.40	21.50	P.Thakre Nagar Bus Station	4.20	22.05	26.0	75	105			22	15	17	18	19	P.Thakre Nagar Bus Station	10	MS
						Barve Nagar(Ghatkopar)	22.02	23.40	Gorai Depot			24.5												
	12	13	15	SD	GRD	Barve Nagar(Ghatkopar)	5.40	22.05	P.Thakre Nagar Bus Station	4.20	22.20	26.0	90	100	105		20	20	16	18	20	P.Thakre Nagar Bus Station	10	SH
						Barve Nagar(Ghatkopar)	22.32	24.00	Gorai Depot			24.5												
228	2	2	2	SD	GRD	Gorai Depot	6.05	21.30	RawalPada	6.45	22.15	9.7	40	45	50		31	32	34	34	34	Gorai Depot 	15	FW
229	11	10	11	SD	SD	Santacruz Depot	6.10	21.30	Shanti Ashram	7.25	23.00	23.3	70	95	100	105	16	19	21	20	20	Santacruz Depot	---	MS
	6	6	7	SD	SD	Santacruz Depot	6.10	21.25	Shanti Ashram	7.30	23.05	23.3	75	85	100	105	30	35	30	35	35	Santacruz Depot	---	HOL
	6	6	7	SD	Sd	Santacruz Depot	6.10	21.25	Shanti Ashram	7.30	23.05	23.3	75	100	105		30	35	35	31	35	Santacrtuz Depot	----	SUN
230	3	3	3	SD	PD	P.Thakre Ngr Bus Stn.	6.20	21.30	Sambhaji Nagar(Dahisar East)	7.04	22.15	11.0	45	50	55		 	34	37			P.Thakre Nagar Bus Station	15	MS&HOL
	2	2	2	SD	PD	P.Thakre Ngr Bus Stn.	6.20	21.15	Sambhaji Nagar(Dahisar East)	7.04	22.05	11.0	45	50	55		38	51	56	55		P.Thakre Nagar Bus Station	15	SUN
231	13	10	13	SD	SD	Santacruz Station(W)	5.30	0.55	Juhu Bus Station	5.45	1.10	4.4	12	16	24	 	8	5	6	4	10	Juhu Bus Station	25	MS
						Santacruz Station(W)	7.29	21.28	Juhu Beach	7.42	21.42	3.1				32								
	1	0	1	SD	SD	Santacruz Station(W)	7.27	11.51	Juhu Beach	7.43	12.07		14					16	 ---	16	16			
						Santacruz Station(W)	16.43	21.28	Juhu Beach	16.59	21.44													
	9	9	15	SD	SD	Santacruz Station(W)	5.40	0.55	Juhu Bus Station	5.58	1.13	4.4	16	18	20	19	7	5	5	5	11	Juhu Bus Station	25	SH
233	2	0	2	SD	MGT	Borivli Stn.(E)	7.20	10.55	Chogle Nagar	7.00	11.00	3.0	15	17			 	16		18	18	Borivli Stn(E)	15	MS
							17.30	21.15		17.47	21.15	3.0												
234R	7	5	7	SD	GGD	Jogeshwari Bus Stn(W)	6.30	21.15	Via Yari Road Vesave Bus Stn	7.00	21.20	16.5	60	80	90	110	13	12	22	16	16	Jogeshwari Bus stn (W)	15	MS&HOL
	5	5	5	SD	GGD	Jogeshwari Bus Stn(W)	6.30	21.00	Via Yari Road Vesave Bus Stn	7.00	20.34	16.5	60	 	80	100	15	16	17	20	21	Jogeshwari Bus Stn(W)	15	SUN
235R	7	7	7	SD	OSH	Andheri Station(W)	6.35	23.55	Millat Nagar	6.15	23.15	10.4	48	63	69		14	9	13	11	13	Andheri Stn.(W)	25	MS
	6	6	7	SD	OSH	Andheri Station(W)	7.15	23.50	Millat Nagar	6.50	23.17	10.4	47	59	66			8	7	9	10	Andheri Stn.(W)	25	SUN
	7	6	7	SD	OSH	Andheri Station(W)	7.15	23.50	Millat Nagar	6.50	23.22	10.4	40	68	63	69	 	8	7	9	10	Andheri Stn(W)	25	HOL
236	3	3	3	MD	OSH	Andheri Station (W)	7.10	20.15	S.R.A.Colony Somani Gram 	6.40	19.42	4.0	26	26	31			18	22	22	22	Andheri Stn.(W)	25	MS
	2	2	2	MD	OSH	Andheri Station(W)	7.05	20.05	S.R.A.Colony Somani Gram 	6.40	19.29		25	25	30				25	30		Andheri Stn(W)	25	SH
237	2	2	2	SD	GRD	Charkopar Sector No.8	7.00	21.50	Borivli Bus Stn.	7.30	21.40	12.4	30	32	 	 		24	35	27	26	Borivli Bus Stn(W)	20	FW
239	2	1	2	SD	PD	Charkop Sec-9	6.30	21.50	Poisar Depot	6.55	21.20	6.6	50	65	75		25	34	74	36		Poisar Depot	15	MF&HOL
	2	2	2	SD	PD	Charkop Sec-9	6.30	21.50	Poisar Depot	6.55	21.20	6.6	50	65	75		25	34	34	39		Poisar Depot	15	SAT&SUN
240R	8	7	8	SD	GRD	Shanti Ashram	5.35	23.20	Kanderpada	5.35	22.52	14.7	42	58	65	70	6	8	9	10	11	Shanti Ashram	25	MS
						Borivli Stn.(W)	5.20	5.34	Kanderpada	22.05	0.28													
	6	4	6	SD	GRD	Shanti Ashram	5.45	23.20	Kanderpada	5.35	22.50	14.7	42	62	67		10	13	12	9	11	Shanti Ashram	25	SH
						Borivli Station(W)	5.20	0.10	Kanderpada	23.05	23.45	8.7												
241	14	11	14	SD	MLV	Wadala Depot	5.35	10.55	Malvani Depot	4.50	9.00	25.8	40	95	100	110	13	14	19	15	15	Malvani Depot 	 ---	MS
						Mahim Bus Station.	11.00	16.00	Malvani Depot	9.15	14.15	21.5											 	
	 	 	 			Wadala Depot	16.00	22.55	Malvani Depot	14.05	21.05	25.8	 									 	 ---	
	9	11	11	SD	MLV	Wadala Depot	7.20	23.20	Malvani Depot	6.10	21.35	25.8	65	98	110		24	19	19	21	22	Malvani Depot 	 ---	SH
242R	8	7	8	SD	OSH	Andheri Station(W)	6.30	24.00	Millat Nagar	6.10	23.20	10.4	40	48	63	69	10	8	10	9	7	Andheri Station(W)	25	MS
	7	6	7	SD	OSH	Andheri Station(W)	6.30	0.05	Millat Nagar	6.10	23.30	10.4	40	48	63	69	14	10	12	10	12	Andheri Station(W)	25	HOL
	6	6	7	SD	OSH	Andheri Station(W)	6.44	0.05	Millat Nagar	6.23	23.30	10.4	40	50	63		17	20	10	12		Andheri Station(W)	25	SUN
243	5	3	5	SD	MLV	Malad Station(W)Anand Road	6.25	22.30	Jankalyan Nagar/Bhumi Complex Malad Stn(W)	6.05	21.53	4.2	20	25	30	33	13	12	22	15	15	Malad Station(W)Anand Road	25	MS
	2	2	3	SD	MLV	Malad Station(W)Anand Road	8.02	21.45	Jankalyan Nagar/Bhumi Complex Malad Stn(W)	7.35	21.18	4.2	 	25	27		 	26	19	19	 	Malad Station(W)Anand Road	25	SH
244R	13	10	11	SD	PD	Kandivli Station(W)	4.20	0.45	Borivli Station(W)	4.55	0.35	21.4	60	85	95	115	6	8	11	10	9	Kandivli Station(W)	10	MF
						Charkop Market	 --	 --	Borivli Station(W)	1.20	 	6.7												
	0	0	2	SD	PD	Kandivli Station(W)	17.00	23.22	P.Thakre Nagar Bus Station	17.30	23.50		60											
	12	9	10	SD	PD	Kandivli Station(W)	4.20	0.45	Borivli Station(W)	4.55	0.35	21.4	58	85	95	115	20	8	12	10	9	Kandivili Station(W)	10	SAT
	0	0	2	SD	PD	Kandivli Station(W)	16.47	23.30	P.Thakre Nagar Bus Station	17.17	23.58													
	10	10	11	SD	PD	Kandivli Station(W)	4.55	0.40	Borivli Station(W)	5.05	0.37	21.4	50	62	92	82	9	7	8	9	10	Kandivili Station(W)	10	SH
						Charkop Market			Borivli Station(W)	0.55	1.15	6.7												
245R	4	3	4	SD	GRD	Borivli Bus Station(W)	6.17	23.05	Via Chickoowadi	6.00	22.45	7.0	30	35	40		11	9	12	10	11	Borivli Bus Station(W) 	20	MS
	3	2	4	SD	GRD	Borivli Bus Station(W)	7.15	23.05	Via Chickoowadi	7.10	22.37	7.0	33	38			12	12	18	10	10	Borivli Bus Station(W) 	20	SH
246R	6	5	6	SD	PD	Kandivli Station(W)	6.20	22.50	Borivli Station(W)	6.55	22.05	21.8	35	43	48		15	16	19	20	 	Kandivli Station(W)	10	MF
	5	4	5	SD	PD	Kandivli Station(W)	6.20	22.50	Borivli Station(W)	6.55	22.05	21.8	35	43	48		15	18	23	25	21	Kandivli Station(W)	10	SAT
	4	4	5	SD	PD	Kandivli Station(W)	7.00	22.45	Borivli Station(W)	7.35	22.35	21.8	35	43	43		 ---	23	23	20	20	Kandivli Station(W)	10	HOL
	3	3	5	SD	PD	Kandivli Station(W)	7.00	22.45	Borivli Station(W)	7.35	22.30	21.8	35	43	48			32	30	20	20	Kandivli Station(W)	10	SUN
247R	5	3	4	SD	GRD	Borivli Bus Station(W)	5.30	23.20	Gorai Creek/Pragati Vidyalaya	5.10	23.02	10.8	33	41	45	50	17	10	14	15	17	Borivli Bus Station(W) 	20	MS
	4	3	4	SD	GRD	Borivli Bus Station(W)	5.48	22.47	Gorai Creek/Pragati Vidyalaya	5.30	23.05	10.8	34	45	45		20	11	13	12	16	Borivli Bus Station(W) 	20	HOL
	4	3	4	SD	GRD	Borivli Bus Station(W)	5.48	22.47	Gorai Creek/Pragati Vidyalaya	5.30	23.02	10.8	34	45	49		20	11	13	12	16	Borivli Bus Station(W) 	20	SUN
248	4	3	4	SD	OSH	Andheri Station(W)	6.30	23.00	Ramesh Nagar	6.44	22.57	2.0	26	30	39		15	8	16	10	14	Andheri Station(W)	25	MS
	2	2	2	SD	OSH	Andheri Station(W)	7.00	22.47	Ramesh Nagar	7.15	22.47	2.0	26	30	33		 	16	18	16	 	Andheri Station(W)	25	SH
249	8	8	8	SD	OSH	Andheri Station(W)	5.55	22.05	Yari Road/Vesave Bus Stn	5.50	22.05	5.5	21	45	50	55	10	11	13	14	 	Yari Road/ Vesave Bus Stn.	30	MS
	7	7	9	SD	OSH	Andheri Station(W)	6.00	22.05	Yari Road/Vesave Bus Stn	6.25	22.05	5.5	21	28	32	37	12	10	8	9	7	Yari Road/ Vesave Bus Stn.	30	SUN
	7	7	9	SD	OSH	Andheri Station(W)	6.00	22.05	Yari Road/Vesave Bus Stn	6.25	22.05	5.5	21	30	40		9	9	9	9	9	Yari Road/ Vesave Bus Stn.	30	HOL
250	2	1	2	SD	OSH	Andheri Station(W)	6.50	20.40	Via Gilbert Hill 	7.00	20.55	1.6	12	15	19		12	18	33	19	15	Andheri Station(W)	25	MS&HOL
	1	1	1	SD	OSH	Andheri Station(W)	6.50	20.40	Via Gilbert Hill 	7.00	20.55	1.6	12	15			28	28	28	30	 	Andheri Station(W)	25	SUN
251	10	10	10	SD	OSH	Andheri Station(W)	4.45	1.35	Yari Road/Vesave Bus Stn	5.05	1.10	5.6	18	26	40	55	10	10	10	12	12	Yari Road	30	MS
	7	7	9	SD	OSH	Andheri Station(W)	4.45	1.35	Yari Road/Vesave Bus Stn	5.05	1.15	5.6	18	 	29	32	10	9	9	7	9	Yari Road	30	SH
252R	5	4	5	SD	OSH	Andheri Station(W)	6.00	22.20	S.V.Patel Nagar/S.S.Nagar	5.55	22.30	9.6	40	50	60	68	14	12	15	14	15	Andheri Station(W)	25	MS
	3	4	4	SD	OSH	Andheri Station(W)	6.00	22.20	S.V.Patel Nagar/S.S.Nagar	6.19	22.25	9.6	38	40	55	60	14	14	17	15	13	Andheri Station(W)	25	SUN
	5	4	5	SD	OSH	Andheri Station(W)	6.00	22.20	S.V.Patel Nagar/S.S.Nagar	6.19	22.30	9.6	38	40	50	60	14	12	15	15	14	Andheri Station(W)	25	HOL
253	6	6	6	SD	GGD	Juhu Bus Station	6.25	22.00	Goregaon Bus Station(W)	6.25	23.05	13.0	38	55	62	82	23	25	25	29	28	Goregaon Bus Station(W)	15	MS
						Juhu Bus Station	22.17	23.47	Goregaon Depot	5.55	6.17													
	7	7	9	SD	GGD	Juhu Bus Station	6.40	21.40	Goregaon Bus Station(W)	6.50	22.45	13.0	37	55	64		25	17	17	15	15	Goregaon Bus Station(W)	15	SH
						Juhu Bus Station	21.53	23.30	Goregaon Depot	6.12														
254	7	5	7	SD	OSH	Andheri Station(W)	5.55	23.25	Veera Desai Road	5.40	23.05	2.4	12	16	19		10	5	7	6	6	Andheri Station(W)	25	MS
	3	3	4	SD	OSH	Andheri Station(W)	5.45	23.24	Veera Desai Road	5.58	23.26	2.4	12	14	17		14	8	9	9	9	Andheri Station(W)	25	SUN
	7	4	7	SD	OSH	Andheri Station(W)	5.45	23.40	Veera Desai Road	5.57	23.54	2.4	12	16	19		14	5	7	6	7	Andheri Station(W)	25	HOL
255Ltd	8	8	8	SD	PRD	Prateeksha Nagar Depot	5.50	20.30	Yari Road / Vesave Bus Station	7.05	22.20	25.8	70	105	110		23	26	28	29	 	Prateeksha Nagar Depot	 ---	MS&HOL
	7	7	7	SD	PRD	Prateeksha Nagar Depot	5.50	20.35	Yari Road / Vesave Bus Station	7.05	22.20	25.8	70	85	100		21	25	25	30	30	Prateeksha Nagar Depot	 ---	SUN
256	12	12	12	SD	MLV	Juhu Bus Station	6.25	24.15	Gaikwad Nagar	5.45	23.00	16.5	50	65	75	85	20	16	18	17	18	Gaikwad Nagar	5	MS
	8	12	13	SD	MLV	Juhu Bus Station	7.30	24.10	Gaikwad Nagar	6.30	23.00		50	60	80	90	15	15	17	16	18	Gaikwad Nagar	5	SUN
	9	12	13	SD	MLV	Juhu Beach	7.30	24.10	Gaikwad Nagar	6.30	23.00	17.5	50	60	80	90	15	17	14	17	15	Gaikwad Nagar	5	HOL
257	7	7	7	SD	OSH	Andheri Station(W)	5.05	0.20	J.V.P.D.Bus Station	5.20	0.35	4.6	16	22	25	29	12	7	11	13	13	J.V.P.D.Bus Station	25	MS
	4	4	5	SD	OSH	Andheri Station(W)	4.55	0.19	J.V.P.D.Bus Station	5.10	0.35	4.6	13	22	24		11	11	12	10	10	J.V.P.D.Bus Station	25	SUN
	5	5	6	SD	OSH	Andheri Station(W)	5.00	0.15	J.V.P.D.Bus Station	5.12	0.35	4.6	13	22	25		9	10	11	9	15	J.V.P.D.Bus Station	25	HOL
258	2	2	2	SD	GGD	Goregaon Bus Station(W)	6.25	23.00	S.R.A. Colony(Ram Mandir)	6.10	23.12	2.0	27	29	33		12	13	15	17	15	Goregaon Bus Station(W)	15	MS
	1	1	2	SD	GGD	Goregaon Bus Station(W)	6.43	23.00	S.R.A. Colony(Ram Mandir)	6.30	23.10	2.0	22	24	28		 	24	26	15	15	Goregaon Bus Station(W)	15	SUN
	2	2	2	SD	GGD	Goregaon Bus Station(W)	6.43	23.00	S.R.A.Colony(Ram Mandir)	6.30	23.10	2.0	22	24	28		12	13	15	15	15	Goregaon Bus Station(W)	15	HOL
259	17	17	17	SD	GRD	Andheri Station(W)	5.55	23.10	Gorai Depot	5.10	22.05	14.8	43	60	70		20	10	12	12	12	Gorai Depot 	 ---	MS
						Oshiwara Depot	12.04	16.37	Gorai Depot	11.07	15.40	9.6	55											
	12	9	12	SD	GRD	Andheri Station(W)	7.05	23.07	Gorai Depot	6.05	22.05	14.8	60	65	70		20	11	12	12	20	Gorai Depot 	 ---	SH
261	6	5	5	SD	GGD	Jogeshwari Bus Station	5.10	23.40	Goregaon Bus Station(W)	5.10	23.50	5.8	17	31	37	 	13	11	13	16	15	Jogeshwari Bus Station	15	MS&HOL
	1	1	2	SD	GGD	Goregaon Depot	7.55	20.23	Goregaon Bus Station(W)	8.10	20.45	3.0	13	18			 ---	28	32	16	16	Goregaon Bus Station	15	
	4	4	4	SD	GGD	Jogeshwari Bus Station	5.10	23.34	Goregaon Bus Station(W)	5.10	23.34	5.8	17	22	26	30	13	8	4	15	16	Jogeshwari Bus Station	15	SUN
	0	0	1	SD	GGD	Goregaon Depot	15.35	20.39	Goregaon Bus Station(W)	15.50	20.54	2.6						 	28	30		Goregaon Depot 	 ---	
262R	6	4	6	SD	GGD	Goregaon Bus Station(W)	6.00	23.30	Chincholi Bunder Via Link Road	6.14	23.45	10.6	15	22	24	30	15	9	14	11	10	Goregaon Bus Station(W)	15	MS
	4	4	5	SD	GGD	Goregaon Bus Station(W)	6.00	23.00	Chincholi Bunder Via Link Road	6.14	23.15	10.6	15	18	20	23	9	10	12	9	10	Goregaon Bus Station(W)	15	SUN
	5	5	5	SD	GGD	Goregaon Bus Station(W)	6.00	23.35	Chincholi Bunder Via Link Road	6.14	23.45	10.6	14	20	25		8	9	10	12	10	Goregaon Bus Station(W)	15	HOL
262Ext	T	RI	PS	SD	GGD	Goregaon Bus Station(W)	6.30	11.00	Ayappa Mandir	6.44	11.14	6.7		28	30		30	32		30	32	 	 	FW
						Goregaon Bus Station(W)	16.45	20.29	Ayappa Mandir	17.00	20.44	6.7		23	30		 	 						
263	3	0	3	SD	MJ	Satbhakti Mandir	6.30	12.59	SEEPZ Bus Stn	7.07	12.14	7.6	45	50	 	 	28	31		34	 	SEEPZ Bus Stn.	20	MS&HOL
						Satbhakti Mandir	16.00	20.00	SEEPZ Bus Stn	15.15	20.50													
264	2	2	2	SD	MJ	Satbhakti Mandir	7.00	22.05	Samarth Nagar	6.45	21.48	2.0	11	12	15		 	15	13	16	 	Satbhakti Mandir	25	FH
	2	2	2	SD	MJ	Satbhakti Mandir	7.00	22.03	Samarth Nagar	6.45	21.47	2.0	11	12	15			13	13	16		Sadbhakti Mandir	25	SUN
265	3	2	3	SD	GGD	Jogeshwari Bus Station(W)	6.45	22.00	Millat Nagar	6.45	22.05	4.1	19	25	28		16	17	26	19	19	Jogeshwari Bus Station(W)	15	MS
	2	2	2	SD	GGD	Jogeshwari Bus Station(W)	7.00	22.00	Millat Nagar	6.45	21.55	4.1	12	18	20	24	 	19	19	25	25	Jogeshwari Bus Station(W)	15	SH
266	14	10	14	SD	OSH	Andheri Bus Station(W)	6.00	0.38	Swami Samarth Nagar Extn	5.35	0.23	4.9	24	25	32	35	8	6	6	6	7	Andheri Bus Station(W)	25	MS
	10	8	12	SD	OSH	Andheri Bus Station(W)	6.00	0.50	Swami Samarth Nagar Extn	5.40	0.24	4.9	17	24	34	37	8	5	5	6	5	Andheri Bus Station(W)	25	SUN
	12	8	13	SD	OSH	Andheri Bus Station(W)	6.00	0.50	Swami Samarth Nagar Extn	5.40	0.20	4.9	20	 	30	33	10	5	4	6	5	Andheri Bus Station(W)	25	HOL
268R	6	4	6	SD	OSH	Andheri Station(W)	6.55	20.40	Swami Samarth Nagar/S.V.P.Ngr.	7.15	21.10	9.6	40	50	70	78	 ---	14	8	12	13	Andheri Station(W)	25	MS
	3	4	4	SD	OSH	Andheri Station(W)	6.47	20.30	Swami Samarth Nagar/S.V.P.Ngr.	7.00	20.55	38	40	45	 		 	14	13	15		Andheri Station(W)	25	SUN
	5	4	5	SD	OSH	Andheri Station(W)	6.55	20.35	Swami Samarth Nagar/S.V.P.Ngr.	7.15	21.05	9.6	50	60	68		 	12	13	14		Andheri Station(W)	25	HOL
